"Time (ms)","Recording (a.u.)"
3.314708890E1,-2.108376846E-2
3.316792303E1,-2.099157125E-2
3.318875715E1,-1.865544729E-2
3.320959127E1,-1.406430919E-2
3.323042539E1,-7.922194898E-3
3.325125952E1,-4.333015531E-3
3.327209364E1,-4.330886994E-3
3.329292776E1,-3.345408477E-4
3.331376188E1,7.752106525E-3
3.333459601E1,1.326686703E-2
3.335543013E1,1.012048218E-2
3.337626425E1,-2.223094925E-3
3.339709837E1,-1.917656511E-2
3.341793250E1,-3.511067107E-2
3.343876662E1,-4.596922919E-2
3.345960074E1,-5.181991309E-2
3.348043486E1,-5.486124009E-2
3.350126899E1,-5.720991641E-2
3.352210311E1,-5.765641481E-2
3.354293723E1,-5.686548352E-2
3.356377135E1,-5.528696999E-2
3.358460548E1,-4.789566249E-2
3.360543960E1,-3.522171080E-2
3.362627372E1,-2.446456626E-2
3.364710784E1,-2.050364017E-2
3.366794197E1,-2.177464776E-2
3.368877609E1,-2.362804487E-2
3.370961021E1,-2.585147880E-2
3.373044434E1,-2.925457805E-2
3.375127846E1,-2.940436080E-2
3.377211258E1,-2.285555750E-2
3.379294670E1,-1.577366889E-2
3.381378083E1,-1.780811138E-2
3.383461495E1,-2.654565684E-2
3.385544907E1,-2.828874812E-2
3.387628319E1,-1.744447649E-2
3.389711732E1,-5.303843878E-3
3.391795144E1,-2.423414961E-3
3.393878556E1,-5.598119460E-3
3.395961968E1,-4.921273328E-3
3.398045381E1,1.943083364E-3
3.400128793E1,6.841673516E-3
3.402212205E1,2.760436852E-3
3.404295617E1,-1.231124531E-2
3.406379030E1,-3.043017164E-2
3.408462442E1,-4.281779751E-2
3.410545854E1,-5.362350494E-2
3.412629266E1,-6.663966924E-2
3.414712679E1,-7.975731045E-2
3.416796091E1,-8.487601578E-2
3.418879503E1,-7.820083201E-2
3.420962915E1,-6.978634000E-2
3.423046328E1,-6.658698618E-2
3.425129740E1,-7.027816027E-2
3.427213152E1,-7.601378113E-2
3.429296564E1,-7.216267288E-2
3.431379977E1,-5.832026154E-2
3.433463389E1,-4.696971178E-2
3.435546801E1,-4.670796543E-2
3.437630213E1,-5.117554963E-2
3.439713626E1,-5.232752860E-2
3.441797038E1,-5.435416475E-2
3.443880450E1,-6.538058817E-2
3.445963862E1,-8.239598572E-2
3.448047275E1,-9.314928949E-2
3.450130687E1,-9.595499188E-2
3.452214099E1,-9.535117447E-2
3.454297511E1,-9.113905579E-2
3.456380924E1,-8.122105896E-2
3.458464336E1,-6.660199165E-2
3.460547748E1,-5.631541088E-2
3.462631160E1,-5.156311393E-2
3.464714573E1,-4.493561387E-2
3.466797985E1,-3.415118158E-2
3.468881397E1,-2.454491705E-2
3.470964809E1,-2.359122038E-2
3.473048222E1,-2.426446043E-2
3.475131634E1,-1.890406013E-2
3.477215046E1,-1.433411427E-2
3.479298458E1,-1.837191544E-2
3.481381871E1,-3.089619800E-2
3.483465283E1,-4.199006781E-2
3.485548695E1,-4.600384831E-2
3.487632107E1,-4.591561109E-2
3.489715520E1,-4.535898194E-2
3.491798932E1,-4.464377835E-2
3.493882344E1,-4.027691111E-2
3.495965756E1,-3.392729163E-2
3.498049169E1,-2.826143615E-2
3.500132581E1,-2.242300287E-2
3.502215993E1,-1.450220961E-2
3.504299405E1,-5.233911797E-3
3.506382818E1,6.697716308E-4
3.508466230E1,2.149630338E-3
3.510549642E1,2.804861870E-4
3.512633054E1,-3.859262913E-3
3.514716467E1,-9.194348007E-3
3.516799879E1,-1.483785268E-2
3.518883291E1,-1.850825734E-2
3.520966703E1,-2.205771022E-2
3.523050116E1,-2.881034277E-2
3.525133528E1,-3.840474039E-2
3.527216940E1,-4.696819186E-2
3.529300352E1,-5.016170070E-2
3.531383765E1,-4.881963134E-2
3.533467177E1,-4.574988782E-2
3.535550589E1,-4.321001843E-2
3.537634001E1,-4.018279538E-2
3.539717414E1,-3.624282405E-2
3.541800826E1,-3.577536345E-2
3.543884238E1,-3.829220310E-2
3.545967650E1,-3.906675801E-2
3.548051063E1,-3.398781270E-2
3.550134475E1,-2.271972597E-2
3.552217887E1,-8.309943601E-3
3.554301299E1,5.471130833E-3
3.556384712E1,1.292882580E-2
3.558468124E1,1.590082794E-2
3.560551536E1,2.064426988E-2
3.562634948E1,2.605633251E-2
3.564718361E1,2.636624686E-2
3.566801773E1,1.843500696E-2
3.568885185E1,1.062141731E-2
3.570968597E1,1.318571903E-2
3.573052010E1,2.344855107E-2
3.575135422E1,3.026521765E-2
3.577218834E1,2.848823369E-2
3.579302246E1,2.431857958E-2
3.581385659E1,2.424492314E-2
3.583469071E1,3.032014705E-2
3.585552483E1,3.832590580E-2
3.587635895E1,4.395173490E-2
3.589719308E1,4.726348817E-2
3.591802720E1,4.592808336E-2
3.593886132E1,3.982611001E-2
3.595969544E1,3.097327985E-2
3.598052957E1,2.428838424E-2
3.600136369E1,2.234760299E-2
3.602219781E1,2.203722112E-2
3.604303193E1,2.210055105E-2
3.606386606E1,2.258708701E-2
3.608470018E1,2.759223804E-2
3.610553430E1,3.839597479E-2
3.612636842E1,4.801131785E-2
3.614720255E1,5.308269709E-2
3.616803667E1,5.869589001E-2
3.618887079E1,6.818042696E-2
3.620970491E1,7.833030075E-2
3.623053904E1,8.563175052E-2
3.625137316E1,9.202201664E-2
3.627220728E1,1.002823636E-1
3.629304140E1,1.070873886E-1
3.631387553E1,1.092608720E-1
3.633470965E1,1.048354656E-1
3.635554377E1,9.340539575E-2
3.637637789E1,8.114649355E-2
3.639721202E1,7.552236319E-2
3.641804614E1,7.913450897E-2
3.643888026E1,8.673413098E-2
3.645971438E1,8.961258829E-2
3.648054851E1,8.670477569E-2
3.650138263E1,8.321192116E-2
3.652221675E1,8.036864549E-2
3.654305087E1,7.380480319E-2
3.656388500E1,6.196631491E-2
3.658471912E1,4.975038394E-2
3.660555324E1,4.091139883E-2
3.662638736E1,3.586296737E-2
3.664722149E1,3.493165970E-2
3.666805561E1,3.784700111E-2
3.668888973E1,4.197476432E-2
3.670972385E1,4.557425529E-2
3.673055798E1,4.785374552E-2
3.675139210E1,4.808751121E-2
3.677222622E1,4.984084144E-2
3.679306034E1,5.573156103E-2
3.681389447E1,6.506542116E-2
3.683472859E1,7.763330638E-2
3.685556271E1,8.940963447E-2
3.687639683E1,9.296166897E-2
3.689723096E1,8.783312142E-2
3.691806508E1,8.204400539E-2
3.693889920E1,8.121769875E-2
3.695973332E1,8.431543410E-2
3.698056745E1,8.562712371E-2
3.700140157E1,8.237548918E-2
3.702223569E1,8.156968653E-2
3.704306981E1,8.664862067E-2
3.706390394E1,9.049089998E-2
3.708473806E1,8.825760335E-2
3.710557218E1,8.315990120E-2
3.712640630E1,8.261284232E-2
3.714724043E1,8.891077340E-2
3.716807455E1,9.705008566E-2
3.718890867E1,1.046856195E-1
3.720974279E1,1.135347337E-1
3.723057692E1,1.249921322E-1
3.725141104E1,1.357303560E-1
3.727224516E1,1.389496028E-1
3.729307928E1,1.341648549E-1
3.731391341E1,1.295771003E-1
3.733474753E1,1.317607611E-1
3.735558165E1,1.379814893E-1
3.737641577E1,1.404851973E-1
3.739724990E1,1.353951991E-1
3.741808402E1,1.270681918E-1
3.743891814E1,1.188160330E-1
3.745975226E1,1.082198024E-1
3.748058639E1,9.434726089E-2
3.750142051E1,8.392994851E-2
3.752225463E1,8.569656312E-2
3.754308875E1,9.506201744E-2
3.756392288E1,1.015846282E-1
3.758475700E1,1.031415164E-1
3.760559112E1,1.038318276E-1
3.762642524E1,1.078547537E-1
3.764725937E1,1.119380221E-1
3.766809349E1,1.111529469E-1
3.768892761E1,1.067867950E-1
3.770976173E1,1.043747067E-1
3.773059586E1,1.083931699E-1
3.775142998E1,1.142849773E-1
3.777226410E1,1.143451929E-1
3.779309822E1,1.093238294E-1
3.781393235E1,1.046099514E-1
3.783476647E1,1.028696150E-1
3.785560059E1,1.048176140E-1
3.787643471E1,1.098574325E-1
3.789726884E1,1.161490381E-1
3.791810296E1,1.215887070E-1
3.793893708E1,1.257211268E-1
3.795977120E1,1.302381754E-1
3.798060533E1,1.360231787E-1
3.800143945E1,1.408115625E-1
3.802227357E1,1.439060271E-1
3.804310769E1,1.506346911E-1
3.806394182E1,1.632111669E-1
3.808477594E1,1.768134832E-1
3.810561006E1,1.863773614E-1
3.812644418E1,1.939216703E-1
3.814727831E1,2.064141035E-1
3.816811243E1,2.207422405E-1
3.818894655E1,2.288413644E-1
3.820978067E1,2.319772542E-1
3.823061480E1,2.377067059E-1
3.825144892E1,2.494451404E-1
3.827228304E1,2.615171671E-1
3.829311716E1,2.688463032E-1
3.831395129E1,2.752837241E-1
3.833478541E1,2.861138880E-1
3.835561953E1,3.007820249E-1
3.837645365E1,3.143894076E-1
3.839728778E1,3.198818564E-1
3.841812190E1,3.148005605E-1
3.843895602E1,3.062069118E-1
3.845979014E1,3.006047904E-1
3.848062427E1,2.975133359E-1
3.850145839E1,2.946272492E-1
3.852229251E1,2.910225391E-1
3.854312663E1,2.878106534E-1
3.856396076E1,2.850899994E-1
3.858479488E1,2.812227607E-1
3.860562900E1,2.741254866E-1
3.862646312E1,2.609755099E-1
3.864729725E1,2.438670844E-1
3.866813137E1,2.293676138E-1
3.868896549E1,2.192772329E-1
3.870979961E1,2.112922966E-1
3.873063374E1,2.047788948E-1
3.875146786E1,2.024095058E-1
3.877230198E1,2.042275220E-1
3.879313610E1,2.034336627E-1
3.881397023E1,1.937843859E-1
3.883480435E1,1.740260124E-1
3.885563847E1,1.499672532E-1
3.887647259E1,1.283792108E-1
3.889730672E1,1.114987209E-1
3.891814084E1,9.831245989E-2
3.893897496E1,8.603581786E-2
3.895980908E1,7.534129918E-2
3.898064321E1,6.598098576E-2
3.900147733E1,5.280826986E-2
3.902231145E1,3.496692330E-2
3.904314557E1,1.905417442E-2
3.906397970E1,8.111245930E-3
3.908481382E1,-7.051678840E-4
3.910564794E1,-1.122381445E-2
3.912648206E1,-2.475157380E-2
3.914731619E1,-3.880888224E-2
3.916815031E1,-5.495832115E-2
3.918898443E1,-7.403851300E-2
3.920981855E1,-9.411770850E-2
3.923065268E1,-1.165278256E-1
3.925148680E1,-1.381802857E-1
3.927232092E1,-1.570494771E-1
3.929315504E1,-1.737931073E-1
3.931398917E1,-1.859898567E-1
3.933482329E1,-1.939262450E-1
3.935565741E1,-1.988170743E-1
3.937649153E1,-2.055982947E-1
3.939732566E1,-2.201398909E-1
3.941815978E1,-2.357448637E-1
3.943899390E1,-2.399128526E-1
3.945982802E1,-2.276337445E-1
3.948066215E1,-2.103253305E-1
3.950149627E1,-2.044343054E-1
3.952233039E1,-2.109822035E-1
3.954316451E1,-2.194516063E-1
3.956399864E1,-2.228602767E-1
3.958483276E1,-2.277661413E-1
3.960566688E1,-2.381722033E-1
3.962650100E1,-2.500435114E-1
3.964733513E1,-2.580201328E-1
3.966816925E1,-2.566964626E-1
3.968900337E1,-2.524752021E-1
3.970983749E1,-2.493089139E-1
3.973067162E1,-2.460140735E-1
3.975150574E1,-2.449380457E-1
3.977233986E1,-2.457930297E-1
3.979317398E1,-2.489638478E-1
3.981400811E1,-2.501994371E-1
3.983484223E1,-2.454741597E-1
3.985567635E1,-2.367435992E-1
3.987651047E1,-2.293662131E-1
3.989734460E1,-2.284128368E-1
3.991817872E1,-2.306365818E-1
3.993901284E1,-2.307495028E-1
3.995984696E1,-2.292493731E-1
3.998068109E1,-2.307940125E-1
4.000151521E1,-2.356301099E-1
4.002234933E1,-2.357802987E-1
4.004318345E1,-2.300032675E-1
4.006401758E1,-2.278605849E-1
4.008485170E1,-2.343033552E-1
4.010568582E1,-2.438905686E-1
4.012651994E1,-2.473311126E-1
4.014735407E1,-2.443714142E-1
4.016818819E1,-2.383992970E-1
4.018902231E1,-2.318233550E-1
4.020985643E1,-2.297895849E-1
4.023069056E1,-2.278251648E-1
4.025152468E1,-2.264170796E-1
4.027235880E1,-2.327741086E-1
4.029319292E1,-2.447908074E-1
4.031402705E1,-2.555837929E-1
4.033486117E1,-2.573342919E-1
4.035569529E1,-2.528713942E-1
4.037652941E1,-2.496836782E-1
4.039736354E1,-2.505665421E-1
4.041819766E1,-2.535866797E-1
4.043903178E1,-2.495297939E-1
4.045986590E1,-2.396660745E-1
4.048070003E1,-2.351356447E-1
4.050153415E1,-2.379310876E-1
4.052236827E1,-2.391018569E-1
4.054320239E1,-2.324050665E-1
4.056403652E1,-2.267634571E-1
4.058487064E1,-2.283378839E-1
4.060570476E1,-2.307290584E-1
4.062653888E1,-2.293646187E-1
4.064737301E1,-2.294774204E-1
4.066820713E1,-2.378628850E-1
4.068904125E1,-2.490696460E-1
4.070987537E1,-2.555890977E-1
4.073070950E1,-2.577161789E-1
4.075154362E1,-2.588097155E-1
4.077237774E1,-2.625181079E-1
4.079321186E1,-2.671776414E-1
4.081404599E1,-2.701531053E-1
4.083488011E1,-2.735951245E-1
4.085571423E1,-2.785553634E-1
4.087654835E1,-2.832667828E-1
4.089738248E1,-2.854621708E-1
4.091821660E1,-2.870577276E-1
4.093905072E1,-2.925541401E-1
4.095988484E1,-2.984208763E-1
4.098071897E1,-3.012089431E-1
4.100155309E1,-3.029330075E-1
4.102238721E1,-3.036909699E-1
4.104322133E1,-3.044550419E-1
4.106405546E1,-3.066183925E-1
4.108488958E1,-3.124842048E-1
4.110572370E1,-3.209958076E-1
4.112655782E1,-3.261498213E-1
4.114739195E1,-3.265696466E-1
4.116822607E1,-3.236426711E-1
4.118906019E1,-3.169946373E-1
4.120989431E1,-3.082171082E-1
4.123072844E1,-3.023998737E-1
4.125156256E1,-3.005006909E-1
4.127239668E1,-2.985106707E-1
4.129323080E1,-2.933768034E-1
4.131406493E1,-2.859498560E-1
4.133489905E1,-2.816216946E-1
4.135573317E1,-2.827355266E-1
4.137656729E1,-2.850677669E-1
4.139740142E1,-2.852622271E-1
4.141823554E1,-2.839315534E-1
4.143906966E1,-2.818855941E-1
4.145990378E1,-2.784897685E-1
4.148073791E1,-2.741414607E-1
4.150157203E1,-2.709034681E-1
4.152240615E1,-2.645318508E-1
4.154324027E1,-2.503599524E-1
4.156407440E1,-2.351274490E-1
4.158490852E1,-2.254499644E-1
4.160574264E1,-2.204648107E-1
4.162657676E1,-2.125482410E-1
4.164741089E1,-1.963534951E-1
4.166824501E1,-1.784779131E-1
4.168907913E1,-1.644941270E-1
4.170991325E1,-1.528570801E-1
4.173074738E1,-1.416215450E-1
4.175158150E1,-1.301624477E-1
4.177241562E1,-1.156906486E-1
4.179324974E1,-9.288448095E-2
4.181408387E1,-6.478508562E-2
4.183491799E1,-4.337215424E-2
4.185575211E1,-3.124262951E-2
4.187658623E1,-1.967721060E-2
4.189742036E1,-3.234001575E-3
4.191825448E1,1.619004272E-2
4.193908860E1,3.260259330E-2
4.195992272E1,4.466357827E-2
4.198075685E1,5.747124553E-2
4.200159097E1,7.410203665E-2
4.202242509E1,9.054671228E-2
4.204325921E1,9.876946360E-2
4.206409334E1,1.009519249E-1
4.208492746E1,1.043414921E-1
4.210576158E1,1.088318154E-1
4.212659570E1,1.113351882E-1
4.214742983E1,1.099014282E-1
4.216826395E1,1.067297459E-1
4.218909807E1,1.044776142E-1
4.220993219E1,1.042082906E-1
4.223076632E1,1.099236608E-1
4.225160044E1,1.226892620E-1
4.227243456E1,1.355513185E-1
4.229326868E1,1.429416835E-1
4.231410281E1,1.479345113E-1
4.233493693E1,1.566683352E-1
4.235577105E1,1.700887084E-1
4.237660517E1,1.843574345E-1
4.239743930E1,1.962802410E-1
4.241827342E1,2.024612725E-1
4.243910754E1,2.009653300E-1
4.245994166E1,1.950001419E-1
4.248077579E1,1.885299087E-1
4.250160991E1,1.826024503E-1
4.252244403E1,1.765770018E-1
4.254327815E1,1.702554673E-1
4.256411228E1,1.671823412E-1
4.258494640E1,1.700644493E-1
4.260578052E1,1.756109595E-1
4.262661464E1,1.794135422E-1
4.264744877E1,1.829549074E-1
4.266828289E1,1.917608976E-1
4.268911701E1,2.032209337E-1
4.270995113E1,2.095026076E-1
4.273078526E1,2.083258629E-1
4.275161938E1,2.032006979E-1
4.277245350E1,1.999138743E-1
4.279328762E1,1.993124485E-1
4.281412175E1,1.972000152E-1
4.283495587E1,1.897493303E-1
4.285578999E1,1.754724383E-1
4.287662411E1,1.594834030E-1
4.289745824E1,1.462458074E-1
4.291829236E1,1.345674098E-1
4.293912648E1,1.229853779E-1
4.295996060E1,1.095048785E-1
4.298079473E1,9.767524898E-2
4.300162885E1,9.376533329E-2
4.302246297E1,9.651692212E-2
4.304329709E1,1.003279388E-1
4.306413122E1,1.014897525E-1
4.308496534E1,1.028223559E-1
4.310579946E1,1.073142141E-1
4.312663358E1,1.073938757E-1
4.314746771E1,9.569039196E-2
4.316830183E1,7.723372430E-2
4.318913595E1,6.248165295E-2
4.320997007E1,5.471731722E-2
4.323080420E1,4.744374380E-2
4.325163832E1,3.577768058E-2
4.327247244E1,2.207077108E-2
4.329330656E1,1.089441404E-2
4.331414069E1,1.721372129E-3
4.333497481E1,-1.017518528E-2
4.335580893E1,-2.435284480E-2
4.337664305E1,-3.455140442E-2
4.339747718E1,-3.848463297E-2
4.341831130E1,-4.077970237E-2
4.343914542E1,-4.606223106E-2
4.345997954E1,-5.536416918E-2
4.348081367E1,-6.601949781E-2
4.350164779E1,-7.454298437E-2
4.352248191E1,-8.065028489E-2
4.354331603E1,-8.507466316E-2
4.356415016E1,-8.774804324E-2
4.358498428E1,-8.974649012E-2
4.360581840E1,-9.241979569E-2
4.362665252E1,-9.601728618E-2
4.364748665E1,-9.827625751E-2
4.366832077E1,-9.592685848E-2
4.368915489E1,-9.114360809E-2
4.370998901E1,-8.811390400E-2
4.373082314E1,-8.459894359E-2
4.375165726E1,-7.745087147E-2
4.377249138E1,-6.865149736E-2
4.379332550E1,-6.128826737E-2
4.381415963E1,-5.685357749E-2
4.383499375E1,-5.216792226E-2
4.385582787E1,-4.334193468E-2
4.387666199E1,-3.522687033E-2
4.389749612E1,-3.482744843E-2
4.391833024E1,-3.952609748E-2
4.393916436E1,-4.136263579E-2
4.395999848E1,-4.002409056E-2
4.398083261E1,-4.357735813E-2
4.400166673E1,-5.122767016E-2
4.402250085E1,-5.157380924E-2
4.404333497E1,-4.610365629E-2
4.406416910E1,-4.387887195E-2
4.408500322E1,-4.510409385E-2
4.410583734E1,-4.572398216E-2
4.412667146E1,-4.068890214E-2
4.414750559E1,-3.428010643E-2
4.416833971E1,-3.350824863E-2
4.418917383E1,-3.421901166E-2
4.421000795E1,-3.285117820E-2
4.423084208E1,-3.336172178E-2
4.425167620E1,-4.423952848E-2
4.427251032E1,-6.327988207E-2
4.429334444E1,-7.625961304E-2
4.431417857E1,-8.170644194E-2
4.433501269E1,-8.833758533E-2
4.435584681E1,-9.741294384E-2
4.437668093E1,-1.012850180E-1
4.439751506E1,-9.623564780E-2
4.441834918E1,-8.951744437E-2
4.443918330E1,-8.569692820E-2
4.446001742E1,-8.135187626E-2
4.448085155E1,-7.115262747E-2
4.450168567E1,-5.539027229E-2
4.452251979E1,-4.377389699E-2
4.454335391E1,-4.310950264E-2
4.456418804E1,-4.595551640E-2
4.458502216E1,-4.008674994E-2
4.460585628E1,-2.438664250E-2
4.462669040E1,-6.662975065E-3
4.464752453E1,5.420154426E-3
4.466835865E1,1.163854823E-2
4.468919277E1,1.722237282E-2
4.471002689E1,2.221319824E-2
4.473086102E1,2.536290139E-2
4.475169514E1,2.779619582E-2
4.477252926E1,2.952517197E-2
4.479336338E1,2.791369520E-2
4.481419751E1,2.088672668E-2
4.483503163E1,1.438609697E-2
4.485586575E1,1.629978232E-2
4.487669987E1,2.477215789E-2
4.489753400E1,3.120737337E-2
4.491836812E1,2.981332690E-2
4.493920224E1,2.297133021E-2
4.496003637E1,1.604183391E-2
4.498087049E1,1.225260925E-2
4.500170461E1,1.426560991E-2
4.502253873E1,1.760726795E-2
4.504337286E1,1.666592062E-2
4.506420698E1,1.246928051E-2
4.508504110E1,6.801694632E-3
4.510587522E1,3.369837534E-3
4.512670935E1,5.422614515E-3
4.514754347E1,1.326174941E-2
4.516837759E1,2.201782726E-2
4.518921171E1,2.427837998E-2
4.521004584E1,2.417111211E-2
4.523087996E1,2.908497676E-2
4.525171408E1,3.707946837E-2
4.527254820E1,4.218987375E-2
4.529338233E1,4.240682349E-2
4.531421645E1,4.108195007E-2
4.533505057E1,4.185098410E-2
4.535588469E1,4.745066166E-2
4.537671882E1,5.653829128E-2
4.539755294E1,6.743560731E-2
4.541838706E1,7.936638594E-2
4.543922118E1,8.871569484E-2
4.546005531E1,9.162627161E-2
4.548088943E1,9.048762918E-2
4.550172355E1,9.539456666E-2
4.552255767E1,1.069993079E-1
4.554339180E1,1.159420460E-1
4.556422592E1,1.153955311E-1
4.558506004E1,1.068029106E-1
4.560589416E1,9.858626127E-2
4.562672829E1,9.184478968E-2
4.564756241E1,8.410876244E-2
4.566839653E1,7.699455321E-2
4.568923065E1,7.255904377E-2
4.571006478E1,7.177489996E-2
4.573089890E1,7.098839432E-2
4.575173302E1,6.887760758E-2
4.577256714E1,6.582368165E-2
4.579340127E1,6.220860407E-2
4.581423539E1,6.244867295E-2
4.583506951E1,6.619537622E-2
4.585590363E1,6.899332255E-2
4.587673776E1,6.897597760E-2
4.589757188E1,7.087805867E-2
4.591840600E1,8.175991476E-2
4.593924012E1,9.881529212E-2
4.596007425E1,1.140808761E-1
4.598090837E1,1.235246360E-1
4.600174249E1,1.298599392E-1
4.602257661E1,1.371371150E-1
4.604341074E1,1.399567723E-1
4.606424486E1,1.379338205E-1
4.608507898E1,1.403317750E-1
4.610591310E1,1.499170363E-1
4.612674723E1,1.595714092E-1
4.614758135E1,1.582062691E-1
4.616841547E1,1.489653587E-1
4.618924959E1,1.454885602E-1
4.621008372E1,1.506169885E-1
4.623091784E1,1.584083140E-1
4.625175196E1,1.624583006E-1
4.627258608E1,1.635643840E-1
4.629342021E1,1.694408655E-1
4.631425433E1,1.824629009E-1
4.633508845E1,1.978585720E-1
4.635592257E1,2.102645487E-1
4.637675670E1,2.175025344E-1
4.639759082E1,2.200062722E-1
4.641842494E1,2.198926806E-1
4.643925906E1,2.208915055E-1
4.646009319E1,2.243339419E-1
4.648092731E1,2.257761359E-1
4.650176143E1,2.220184505E-1
4.652259555E1,2.146792263E-1
4.654342968E1,2.062827647E-1
4.656426380E1,1.997598708E-1
4.658509792E1,1.974104196E-1
4.660593204E1,2.017907798E-1
4.662676617E1,2.093218118E-1
4.664760029E1,2.109954357E-1
4.666843441E1,2.075096667E-1
4.668926853E1,2.079133689E-1
4.671010266E1,2.148235142E-1
4.673093678E1,2.209703028E-1
4.675177090E1,2.214526534E-1
4.677260502E1,2.208960056E-1
4.679343915E1,2.216076255E-1
4.681427327E1,2.211576104E-1
4.683510739E1,2.191604078E-1
4.685594151E1,2.159956247E-1
4.687677564E1,2.113935649E-1
4.689760976E1,2.038379163E-1
4.691844388E1,1.934055388E-1
4.693927800E1,1.829346865E-1
4.696011213E1,1.779444963E-1
4.698094625E1,1.806510687E-1
4.700178037E1,1.886900663E-1
4.702261449E1,1.974544823E-1
4.704344862E1,2.013746649E-1
4.706428274E1,1.990178078E-1
4.708511686E1,1.876935065E-1
4.710595098E1,1.695657670E-1
4.712678511E1,1.553471386E-1
4.714761923E1,1.529747248E-1
4.716845335E1,1.596063226E-1
4.718928747E1,1.637088358E-1
4.721012160E1,1.627691090E-1
4.723095572E1,1.594637930E-1
4.725178984E1,1.537646651E-1
4.727262396E1,1.466638148E-1
4.729345809E1,1.357736588E-1
4.731429221E1,1.228985339E-1
4.733512633E1,1.137404889E-1
4.735596045E1,1.096733510E-1
4.737679458E1,1.084235162E-1
4.739762870E1,1.013193205E-1
4.741846282E1,8.345217258E-2
4.743929694E1,6.063144654E-2
4.746013107E1,4.105967656E-2
4.748096519E1,2.735159919E-2
4.750179931E1,1.474520005E-2
4.752263343E1,2.402078826E-3
4.754346756E1,-3.597836010E-3
4.756430168E1,-3.641189542E-3
4.758513580E1,-5.741303321E-3
4.760596992E1,-1.273921505E-2
4.762680405E1,-2.011937648E-2
4.764763817E1,-2.490524575E-2
4.766847229E1,-2.531741932E-2
4.768930641E1,-2.083563432E-2
4.771014054E1,-1.572386734E-2
4.773097466E1,-1.331734657E-2
4.775180878E1,-1.407049410E-2
4.777264290E1,-1.352934632E-2
4.779347703E1,-5.698852241E-3
4.781431115E1,7.064717822E-3
4.783514527E1,1.681454480E-2
4.785597939E1,1.793168113E-2
4.787681352E1,1.579235308E-2
4.789764764E1,1.911135577E-2
4.791848176E1,2.187178656E-2
4.793931588E1,1.670952886E-2
4.796015001E1,6.026572082E-3
4.798098413E1,-4.228502046E-3
4.800181825E1,-1.024421304E-2
4.802265237E1,-1.638742723E-2
4.804348650E1,-2.375149727E-2
4.806432062E1,-3.017040342E-2
4.808515474E1,-3.666906804E-2
4.810598886E1,-4.256108031E-2
4.812682299E1,-4.864343256E-2
4.814765711E1,-5.373379588E-2
4.816849123E1,-5.498943478E-2
4.818932535E1,-5.310793966E-2
4.821015948E1,-4.891166091E-2
4.823099360E1,-4.470806569E-2
4.825182772E1,-4.034064710E-2
4.827266184E1,-3.570273519E-2
4.829349597E1,-3.596074134E-2
4.831433009E1,-3.965787217E-2
4.833516421E1,-4.146985337E-2
4.835599833E1,-4.100917280E-2
4.837683246E1,-4.035442322E-2
4.839766658E1,-4.015198722E-2
4.841850070E1,-3.904791921E-2
4.843933482E1,-3.731556982E-2
4.846016895E1,-3.621108457E-2
4.848100307E1,-3.591662273E-2
4.850183719E1,-3.525912017E-2
4.852267131E1,-3.169508651E-2
4.854350544E1,-2.589018643E-2
4.856433956E1,-2.433403209E-2
4.858517368E1,-2.914409712E-2
4.860600780E1,-3.403172642E-2
4.862684193E1,-3.351438046E-2
4.864767605E1,-2.726025134E-2
4.866851017E1,-2.002654411E-2
4.868934429E1,-1.427570172E-2
4.871017842E1,-1.004652306E-2
4.873101254E1,-9.073503315E-3
4.875184666E1,-7.969787344E-3
4.877268078E1,-2.478695940E-3
4.879351491E1,7.700848393E-3
4.881434903E1,1.777383499E-2
4.883518315E1,2.212939784E-2
4.885601727E1,2.552720532E-2
4.887685140E1,3.329343349E-2
4.889768552E1,4.210529104E-2
4.891851964E1,4.818837345E-2
4.893935376E1,5.136800557E-2
4.896018789E1,5.199638754E-2
4.898102201E1,4.981111735E-2
4.900185613E1,4.803355783E-2
4.902269025E1,5.139077455E-2
4.904352438E1,5.823276937E-2
4.906435850E1,6.049317122E-2
4.908519262E1,5.525143817E-2
4.910602674E1,4.714892805E-2
4.912686087E1,4.008719325E-2
4.914769499E1,3.690514714E-2
4.916852911E1,3.781411797E-2
4.918936323E1,3.880282491E-2
4.921019736E1,3.993167356E-2
4.923103148E1,4.553240538E-2
4.925186560E1,5.412505567E-2
4.927269972E1,5.978565663E-2
4.929353385E1,5.986254662E-2
4.931436797E1,5.880003422E-2
4.933520209E1,6.112041324E-2
4.935603621E1,6.475154310E-2
4.937687034E1,6.721942127E-2
4.939770446E1,6.672945619E-2
4.941853858E1,6.276872754E-2
4.943937270E1,5.787940696E-2
4.946020683E1,5.196720734E-2
4.948104095E1,4.641429335E-2
4.950187507E1,4.434766993E-2
4.952270919E1,4.223353788E-2
4.954354332E1,3.781418130E-2
4.956437744E1,3.206099570E-2
4.958521156E1,2.753968537E-2
4.960604568E1,2.701410279E-2
4.962687981E1,2.867642045E-2
4.964771393E1,3.277662769E-2
4.966854805E1,3.552306443E-2
4.968938217E1,3.045964614E-2
4.971021630E1,2.112244628E-2
4.973105042E1,1.551851910E-2
4.975188454E1,1.534407213E-2
4.977271866E1,1.227133907E-2
4.979355279E1,1.809235429E-3
4.981438691E1,-1.178892422E-2
